	Ground Truth	Predicted
50124	NA	NA
50125	NA	NA
50126	NA	NA
50127	NA	NA
50128	NA	NA
50129	NA	NA
50130	NA	NA
50131	NA	NA
50132	NA	NA
50133	NA	NA
50134	NA	NA
50135	NA	NA
50136	NA	NA
50137	NA	NA
50138	NA	NA
50139	NA	NA
50140	NA	NA
50141	NA	NA
50142	NA	NA
50143	NA	NA
50144	NA	NA
50145	NA	NA
50146	NA	NA
50147	NA	NA
50148	NA	NA
50149	NA	NA
50150	NA	NA
50151	NA	NA
50152	NA	NA
50153	NA	NA
50154	NA	NA
50155	NA	NA
50156	NA	NA
50157	NA	NA
50158	NA	NA
50159	NA	NA
50160	GO:0005783	NA
50161	GO:0005783	NA
50162	GO:0005783	NA
50163	GO:0005783	NA
50164	GO:0005783	NA
50165	GO:0005783	NA
50166	GO:0005783	NA
50167	GO:0005783	NA
50168	GO:0005783	NA
50169	GO:0005783	NA
50170	GO:0005783	NA
50171	GO:0005783	NA
50172	GO:0005783	NA
50173	GO:0005783	NA
50174	GO:0005783	NA
50175	NA	NA
50176	NA	NA
50177	NA	NA
50178	NA	GO:0005675
50179	NA	NA
50180	NA	NA
50181	NA	NA
50182	NA	NA
50183	NA	NA
50184	GO:0005737	NA
50185	GO:0005737	NA
50186	GO:0005737	NA
50187	NA	NA
50188	NA	NA
50189	NA	NA
50190	NA	NA
50191	NA	NA
50192	NA	NA
50193	NA	NA
50194	NA	NA
50195	NA	NA
50196	NA	NA
50197	NA	NA
50198	NA	NA
50199	NA	NA
50200	NA	NA
50201	NA	NA
50202	NA	NA
50203	NA	NA
50204	NA	NA
50205	NA	NA
50206	NA	NA
50207	NA	NA
50208	NA	NA
50209	NA	NA
50210	NA	NA
50211	NA	NA
50212	NA	NA
50213	NA	NA
50214	NA	NA
50215	NA	NA
50216	NA	NA
50217	NA	NA
50218	NA	NA
50219	NA	NA
50220	NA	NA
50221	NA	NA
50222	NA	NA
50223	NA	NA
50224	NA	NA
50225	NA	NA
50226	NA	NA
50227	NA	NA
50228	NA	NA
50229	NA	NA
50230	NA	NA
50231	NA	NA
50232	NA	NA
50233	NA	NA
50234	NA	NA
50235	GO:0017086	GO:0005675
50236	NA	GO:0032991
50237	NA	NA
50238	NA	NA
50239	NA	NA
50240	NA	NA
50241	NA	NA
50242	NA	NA
50243	NA	NA
50244	NA	NA
50245	NA	NA
50246	NA	NA
50247	NA	NA
50248	NA	NA
50249	NA	NA
50250	NA	NA
50251	NA	NA
50252	NA	NA
50253	NA	NA
50254	NA	NA
50255	NA	NA
50256	NA	NA
50257	GO:0005783	NA
50258	GO:0005783	NA
50259	GO:0005783	NA
50260	GO:0005783	NA
50261	GO:0005783	NA
50262	GO:0005783	NA
50263	GO:0005783	NA
50264	GO:0005783	NA
50265	GO:0005783	NA
50266	GO:0005783	NA
50267	GO:0005783	NA
50268	GO:0005783	NA
50269	GO:0005783	NA
50270	GO:0005783	NA
50271	GO:0005783	NA
50272	GO:0005783	NA
50273	GO:0005783	NA
50274	GO:0005783	NA
50275	GO:0005783	NA
50276	GO:0005783	NA
50277	GO:0005783	NA
50278	GO:0005783	NA
50279	GO:0005783	NA
50280	GO:0005783	NA
50281	GO:0005783	NA
50282	GO:0005783	NA
50283	GO:0005783	NA
50284	GO:0005783	NA
50285	GO:0005783	NA
50286	GO:0005783	NA
50287	GO:0005783	NA
50288	GO:0005783	NA
50289	GO:0005783	NA
50290	GO:0005783	NA
50291	GO:0005783	NA
50292	GO:0005783	NA
50293	GO:0005783	NA
50294	GO:0005783	NA
50295	GO:0005783	NA
50296	GO:0005783	NA
50297	GO:0005783	NA
50298	GO:0005783	NA
50299	GO:0005783	NA
50300	GO:0005783	NA
50301	GO:0005783	NA
50302	GO:0005783	NA
50303	GO:0005783	NA
50304	GO:0005783	NA
50305	GO:0005783	NA
50306	GO:0005783	NA
50307	GO:0005783	NA
50308	GO:0005783	NA
50309	GO:0005783	NA
50310	GO:0005783	NA
50311	GO:0005783	NA
50312	GO:0005783	NA
50313	GO:0005783	NA
50314	GO:0005783	NA
50315	GO:0005783	NA
50316	GO:0005783	NA
50317	GO:0005783	NA
50318	GO:0005783	NA
50319	GO:0005783	NA
50320	GO:0005783	NA
50321	GO:0005783	NA
50322	GO:0005783	NA
50323	GO:0005783	NA
50324	GO:0005783	NA
50325	NA	NA
50326	NA	NA
50327	NA	NA
50328	GO:0005783	NA
50329	GO:0005783	NA
50330	GO:0005783	NA
50331	GO:0005783	NA
50332	GO:0005783	NA
50333	GO:0005783	NA
50334	GO:0005783	NA
50335	GO:0005783	NA
50336	GO:0005783	NA
50337	GO:0005783	NA
50338	GO:0005783	NA
50339	GO:0005783	NA
50340	GO:0005783	NA
50341	GO:0005783	NA
50342	GO:0005783	NA
50343	GO:0005783	NA
50344	GO:0005783	NA
50345	GO:0005783	NA
50346	GO:0005783	NA
50347	GO:0005783	NA
50348	GO:0005783	NA
50349	GO:0005783	NA
50350	GO:0005783	NA
50351	GO:0005783	NA
50352	GO:0005783	NA
50353	GO:0005783	NA
50354	GO:0005783	NA
50355	GO:0005783	NA
50356	GO:0005783	NA
50357	GO:0005783	NA
50358	GO:0005783	NA
50359	GO:0005783	NA
50360	GO:0005783	NA
50361	GO:0005783	NA
50362	GO:0005783	NA
50363	GO:0005783	NA
50364	GO:0005783	NA
50365	GO:0005783	NA
50366	GO:0005783	NA
50367	GO:0005783	NA
50368	GO:0005783	NA
50369	GO:0005783	NA
50370	GO:0005783	NA
50371	GO:0005783	NA
50372	GO:0005783	NA
50373	GO:0005783	NA
50374	GO:0005783	NA
50375	GO:0005783	NA
50376	GO:0005783	NA
50377	GO:0005783	NA
50378	GO:0005783	NA
50379	GO:0005783	NA
50380	GO:0005783	NA
50381	GO:0005783	NA
50382	GO:0005783	NA
50383	GO:0005783	NA
50384	GO:0005783	NA
50385	GO:0005783	NA
50386	GO:0005783	NA
50387	GO:0005783	NA
50388	GO:0005783	NA
50389	GO:0005783	NA
50390	GO:0005783	NA
50391	GO:0005783	NA
50392	GO:0005783	NA
50393	GO:0005783	NA
50394	GO:0005783	NA
50395	GO:0005783	NA
50396	GO:0005783	NA
50397	GO:0005783	NA
50398	GO:0005783	NA
50399	GO:0005783	NA
50400	NA	NA
50401	NA	NA
50402	NA	NA
50403	NA	NA
50404	NA	NA
50405	NA	NA
50406	NA	NA
50407	NA	NA
50408	NA	NA
50409	NA	NA
50410	NA	NA
50411	NA	NA
50412	NA	NA
50413	NA	NA
50414	NA	NA
50415	NA	NA
50416	NA	NA
50417	NA	NA
50418	NA	NA
50419	NA	NA
50420	NA	NA
50421	NA	NA
50422	NA	NA
50423	NA	NA
50424	NA	NA
50425	NA	NA
50426	NA	NA
50427	NA	NA
50428	NA	NA
50429	NA	NA
50430	NA	NA
50431	NA	NA
50432	NA	NA
50433	NA	NA
50434	NA	NA
50435	NA	NA
50436	NA	NA
50437	NA	NA
50438	GO:0005783	NA
50439	GO:0005783	NA
50440	GO:0005783	NA
50441	GO:0005783	NA
50442	GO:0005783	NA
50443	GO:0005783	NA
50444	GO:0005783	NA
50445	GO:0005783	NA
50446	GO:0005783	NA
50447	GO:0005783	NA
50448	GO:0005783	NA
50449	GO:0005783	NA
50450	GO:0005783	NA
50451	GO:0005783	NA
50452	GO:0005783	NA
50453	GO:0005783	NA
50454	GO:0005783	NA
50455	GO:0005783	NA
50456	GO:0005783	NA
50457	GO:0005783	NA
50458	GO:0005783	NA
50459	GO:0005783	NA
50460	GO:0005783	NA
50461	GO:0005783	NA
50462	GO:0005783	NA
50463	GO:0005783	NA
50464	GO:0005783	NA
50465	GO:0005783	NA
50466	GO:0005783	NA
50467	GO:0005783	NA
50468	GO:0005783	NA
50469	GO:0005783	NA
50470	GO:0005783	NA
50471	GO:0005783	NA
50472	GO:0005783	NA
50473	GO:0005783	NA
50474	GO:0005783	NA
50475	NA	NA
50476	NA	NA
50477	GO:0005623	GO:0005623
50478	NA	NA
50479	NA	NA
50480	NA	NA
50481	NA	NA
50482	NA	NA
50483	NA	NA
50484	NA	NA
50485	NA	NA
50486	NA	NA
50487	NA	NA
50488	NA	NA
50489	NA	NA
50490	NA	NA
50491	NA	NA
50492	NA	NA
50493	NA	NA
50494	NA	GO:0016020
50495	NA	NA
50496	NA	NA
50497	NA	NA
50498	NA	NA
50499	NA	NA
50500	NA	NA
50501	NA	NA
50502	NA	NA
50503	GO:0016020	GO:0016020
50504	NA	NA
50505	NA	NA
50506	NA	NA
50507	NA	NA
50508	NA	NA
50509	NA	NA
50510	NA	NA
50511	NA	NA
50512	NA	NA
50513	NA	NA
50514	NA	NA
50515	NA	NA
50516	NA	NA
50517	NA	NA
50518	NA	NA
50519	NA	NA
50520	NA	NA
50521	NA	NA
50522	NA	NA
50523	NA	NA
50524	NA	NA
50525	NA	NA
50526	NA	NA
50527	NA	NA
50528	NA	NA
50529	NA	NA
50530	NA	NA
50531	NA	NA
50532	NA	NA
50533	NA	NA
50534	NA	NA
50535	NA	NA
50536	NA	NA
50537	NA	NA
50538	GO:0005623	GO:0005623
50539	NA	NA
50540	NA	NA
50541	NA	NA
50542	NA	NA
50543	NA	NA
50544	NA	NA
50545	NA	NA
50546	NA	NA
50547	GO:0019814	GO:0019814
50548	NA	NA
50549	NA	NA
50550	NA	NA
50551	NA	NA
50552	NA	NA
50553	NA	NA
50554	NA	NA
50555	NA	NA
50556	NA	NA
50557	NA	NA
50558	NA	NA
50559	NA	NA
50560	NA	NA
50561	NA	NA
50562	NA	NA
50563	NA	NA
50564	NA	NA
50565	NA	NA
50566	NA	NA
50567	NA	NA
50568	NA	NA
50569	NA	NA
50570	NA	NA
50571	NA	NA
50572	NA	NA
50573	NA	NA
50574	NA	NA
50575	NA	NA
50576	NA	NA
50577	NA	NA
50578	NA	NA
50579	NA	NA
50580	NA	NA
50581	NA	NA
50582	NA	NA
50583	NA	NA
50584	NA	NA
50585	NA	NA
50586	NA	NA
50587	NA	NA
50588	NA	NA
50589	NA	NA
50590	NA	NA
50591	NA	NA
50592	NA	NA
50593	NA	NA
50594	NA	NA
50595	NA	NA
50596	NA	NA
50597	NA	NA
50598	NA	NA
50599	NA	NA
50600	NA	NA
50601	NA	NA
50602	NA	NA
50603	NA	NA
50604	NA	NA
50605	NA	NA
50606	NA	NA
50607	NA	NA
50608	NA	NA
50609	NA	NA
50610	NA	NA
50611	NA	NA
50612	NA	NA
50613	NA	NA
50614	NA	NA
50615	NA	NA
50616	NA	NA
50617	NA	NA
50618	NA	NA
50619	NA	NA
50620	NA	NA
50621	NA	NA
50622	NA	NA
50623	NA	NA
50624	NA	NA
50625	NA	NA
50626	NA	NA
50627	NA	NA
50628	NA	NA
50629	NA	NA
50630	GO:0005783	NA
50631	GO:0005783	NA
50632	GO:0005783	NA
50633	GO:0005783	NA
50634	GO:0005783	NA
50635	GO:0005783	NA
50636	GO:0005783	NA
50637	GO:0005783	NA
50638	GO:0005783	NA
50639	GO:0005783	NA
50640	GO:0005783	NA
50641	GO:0005783	NA
50642	GO:0005783	NA
50643	GO:0005783	NA
50644	GO:0005783	NA
50645	GO:0005783	NA
50646	GO:0005783	NA
50647	GO:0005783	NA
50648	GO:0005783	NA
50649	GO:0005783	NA
50650	GO:0005783	NA
50651	GO:0005783	NA
50652	GO:0005783	NA
50653	GO:0005783	NA
50654	GO:0005783	NA
50655	GO:0005783	NA
50656	GO:0005783	NA
50657	GO:0005783	NA
50658	GO:0005783	NA
50659	GO:0005783	NA
50660	GO:0005783	NA
50661	GO:0005783	NA
50662	GO:0005783	NA
50663	GO:0005783	NA
50664	GO:0005783	NA
50665	GO:0005783	NA
50666	GO:0005783	NA
50667	GO:0005783	NA
50668	GO:0005783	NA
50669	GO:0005783	NA
50670	GO:0005783	NA
50671	GO:0005783	NA
50672	GO:0005783	NA
50673	GO:0005783	NA
50674	GO:0005783	NA
50675	GO:0005783	NA
50676	GO:0005783	NA
50677	GO:0005783	NA
50678	GO:0005783	NA
50679	GO:0005783	NA
50680	GO:0005783	NA
50681	GO:0005783	NA
50682	GO:0005783	NA
50683	GO:0005783	NA
50684	GO:0005783	NA
50685	GO:0005783	NA
50686	GO:0005783	NA
50687	GO:0005783	NA
50688	GO:0005783	NA
50689	GO:0005783	NA
50690	GO:0005783	NA
50691	GO:0005783	NA
50692	GO:0005783	NA
50693	GO:0005783	NA
50694	GO:0005783	NA
50695	GO:0005783	NA
50696	GO:0005783	NA
50697	GO:0005783	NA
50698	GO:0005783	NA
50699	GO:0005783	NA
50700	NA	NA
50701	NA	NA
50702	NA	NA
50703	NA	NA
50704	NA	NA
50705	NA	NA
50706	NA	NA
50707	NA	NA
50708	NA	NA
50709	NA	NA
50710	NA	NA
50711	GO:0019814	GO:0019814
50712	NA	NA
50713	NA	NA
50714	NA	NA
50715	NA	NA
50716	NA	NA
50717	NA	NA
50718	NA	NA
50719	NA	NA
50720	NA	NA
50721	NA	NA
50722	NA	NA
50723	NA	NA
50724	NA	NA
50725	GO:0005623	GO:0005623
50726	GO:0005634	GO:0005634
50727	NA	NA
50728	NA	NA
50729	NA	NA
50730	NA	NA
50731	NA	NA
50732	NA	NA
50733	GO:0005737	NA
50734	NA	NA
50735	NA	NA
50736	NA	NA
50737	GO:0005783	NA
50738	GO:0005783	NA
50739	GO:0005783	NA
50740	GO:0005783	NA
50741	GO:0005783	NA
50742	GO:0005783	NA
50743	GO:0005783	NA
50744	GO:0005783	NA
50745	GO:0005783	NA
50746	GO:0005783	NA
50747	GO:0005783	NA
50748	GO:0005783	NA
50749	GO:0005783	NA
50750	GO:0005783	NA
50751	GO:0005783	NA
50752	GO:0005783	NA
50753	GO:0005783	NA
50754	GO:0005783	NA
50755	GO:0005783	NA
50756	GO:0005783	NA
50757	GO:0005783	NA
50758	GO:0005783	NA
50759	GO:0005783	NA
50760	GO:0005783	NA
50761	GO:0005783	NA
50762	GO:0005783	NA
50763	GO:0005783	NA
50764	GO:0005783	NA
50765	GO:0005783	NA
50766	GO:0005783	NA
50767	GO:0005783	NA
50768	GO:0005783	NA
50769	GO:0005783	NA
50770	GO:0005783	NA
50771	GO:0005783	NA
50772	GO:0005783	NA
50773	GO:0005783	NA
50774	GO:0005783	NA
50775	NA	NA
50776	NA	NA
50777	NA	NA
50778	NA	NA
50779	NA	NA
50780	NA	NA
50781	NA	NA
50782	NA	NA
50783	NA	NA
50784	NA	NA
50785	NA	NA
50786	NA	NA
50787	NA	NA
50788	NA	NA
50789	NA	NA
50790	NA	NA
50791	NA	NA
50792	NA	NA
50793	NA	NA
50794	NA	NA
50795	NA	NA
50796	NA	NA
50797	NA	NA
50798	NA	NA
50799	NA	NA
50800	NA	NA
50801	NA	NA
50802	NA	NA
50803	NA	NA
50804	NA	NA
50805	NA	NA
50806	NA	NA
50807	NA	NA
50808	NA	NA
50809	NA	NA
50810	NA	NA
50811	NA	NA
50812	NA	NA
50813	NA	NA
50814	NA	NA
50815	NA	NA
50816	NA	NA
50817	NA	NA
50818	NA	NA
50819	NA	NA
50820	NA	NA
50821	GO:0005783	NA
50822	GO:0005783	NA
50823	GO:0005783	NA
50824	GO:0005783	NA
50825	GO:0005783	NA
50826	GO:0005783	NA
50827	GO:0005783	NA
50828	GO:0005783	NA
50829	GO:0005783	NA
50830	GO:0005783	NA
50831	GO:0005783	NA
50832	GO:0005783	NA
50833	GO:0005783	NA
50834	GO:0005783	NA
50835	GO:0005783	NA
50836	GO:0005783	NA
50837	GO:0005783	NA
50838	GO:0005783	NA
50839	GO:0005783	NA
50840	GO:0005783	NA
50841	GO:0005783	NA
50842	GO:0005783	NA
50843	GO:0005783	NA
50844	GO:0005783	NA
50845	GO:0005783	NA
50846	GO:0005783	NA
50847	GO:0005783	NA
50848	GO:0005783	NA
50849	GO:0005783	NA
50850	NA	NA
50851	NA	NA
50852	NA	NA
50853	NA	NA
50854	NA	NA
50855	NA	NA
50856	NA	NA
50857	NA	NA
50858	NA	NA
50859	NA	NA
50860	NA	NA
50861	NA	NA
50862	NA	NA
50863	NA	NA
50864	NA	NA
50865	NA	NA
50866	NA	NA
50867	NA	NA
50868	NA	NA
50869	NA	NA
50870	NA	NA
50871	NA	NA
50872	NA	NA
50873	NA	NA
50874	NA	NA
50875	NA	NA
50876	NA	NA
50877	NA	NA
50878	NA	NA
50879	NA	NA
50880	NA	NA
50881	NA	NA
50882	NA	NA
50883	GO:0005783	NA
50884	GO:0005783	NA
50885	GO:0005783	NA
50886	GO:0005783	NA
50887	GO:0005783	NA
50888	GO:0005783	NA
50889	GO:0005783	NA
50890	GO:0005783	NA
50891	GO:0005783	NA
50892	GO:0005783	NA
50893	GO:0005783	NA
50894	GO:0005783	NA
50895	GO:0005783	NA
50896	GO:0005783	NA
50897	GO:0005783	NA
50898	GO:0005783	NA
50899	GO:0005783	NA
50900	GO:0005783	NA
50901	GO:0005783	NA
50902	GO:0005783	NA
50903	GO:0005783	NA
50904	GO:0005783	NA
50905	GO:0005783	NA
50906	GO:0005783	NA
50907	GO:0005783	NA
50908	GO:0005783	NA
50909	GO:0005783	NA
50910	GO:0005783	NA
50911	GO:0005783	NA
50912	GO:0005783	NA
50913	GO:0005783	NA
50914	GO:0005783	NA
50915	GO:0005783	NA
50916	GO:0005783	NA
50917	GO:0005783	NA
50918	GO:0005783	NA
50919	GO:0005783	NA
50920	GO:0005783	NA
50921	GO:0005783	NA
50922	GO:0005783	NA
50923	GO:0005783	NA
50924	GO:0005783	NA
50925	NA	NA
50926	NA	NA
50927	NA	NA
50928	NA	NA
50929	NA	NA
50930	NA	NA
50931	NA	NA
50932	NA	NA
50933	NA	NA
50934	NA	NA
50935	NA	NA
50936	NA	NA
50937	NA	NA
50938	NA	NA
50939	NA	NA
50940	NA	NA
50941	NA	NA
50942	NA	NA
50943	NA	NA
50944	NA	NA
50945	NA	NA
50946	NA	NA
50947	GO:0005783	NA
50948	GO:0005783	NA
50949	GO:0005783	NA
50950	GO:0005783	NA
50951	GO:0005783	NA
50952	GO:0005783	NA
50953	GO:0005783	NA
50954	GO:0005783	NA
50955	GO:0005783	NA
50956	GO:0005783	NA
50957	GO:0005783	NA
50958	GO:0005783	NA
50959	GO:0005783	NA
50960	GO:0005783	NA
50961	GO:0005783	NA
50962	GO:0005783	NA
50963	GO:0005783	NA
50964	GO:0005783	NA
50965	GO:0005783	NA
50966	GO:0005783	NA
50967	GO:0005783	NA
50968	GO:0005783	NA
50969	GO:0005783	NA
50970	GO:0005783	NA
50971	GO:0005783	NA
50972	GO:0005783	NA
50973	GO:0005783	NA
50974	GO:0005783	NA
50975	GO:0005783	NA
50976	GO:0005783	NA
50977	GO:0005783	NA
50978	GO:0005783	NA
50979	GO:0005783	NA
50980	GO:0005783	NA
50981	GO:0005783	NA
50982	GO:0005783	NA
50983	GO:0005783	NA
50984	GO:0005783	NA
50985	GO:0005783	NA
50986	GO:0005783	NA
50987	GO:0005783	NA
50988	GO:0005783	NA
50989	GO:0005783	NA
50990	GO:0005783	NA
50991	GO:0005783	NA
50992	GO:0005783	NA
50993	GO:0005783	NA
50994	GO:0005783	NA
50995	GO:0005783	NA
50996	GO:0005783	NA
50997	GO:0005783	NA
50998	GO:0005783	NA
50999	GO:0005783	NA
51000	NA	NA
51001	NA	NA
51002	NA	NA
51003	NA	NA
51004	NA	NA
51005	NA	NA
51006	GO:0005783	NA
51007	GO:0005783	NA
51008	GO:0005783	NA
51009	GO:0005783	NA
51010	GO:0005783	NA
51011	GO:0005783	NA
51012	GO:0005783	NA
51013	GO:0005783	NA
51014	GO:0005783	NA
51015	GO:0005783	NA
51016	GO:0005783	NA
51017	GO:0005783	NA
51018	GO:0005783	NA
51019	GO:0005783	NA
51020	GO:0005783	NA
51021	GO:0005783	NA
51022	GO:0005783	NA
51023	GO:0005783	NA
51024	GO:0005783	NA
51025	GO:0005783	NA
51026	GO:0005783	NA
51027	GO:0005783	NA
51028	GO:0005783	NA
51029	GO:0005783	NA
51030	GO:0005783	NA
51031	GO:0005783	NA
51032	GO:0005783	NA
51033	GO:0005783	NA
51034	GO:0005783	NA
51035	GO:0005783	NA
51036	GO:0005783	NA
51037	GO:0005783	NA
51038	GO:0005783	NA
51039	GO:0005783	NA
51040	GO:0005783	NA
51041	GO:0005783	NA
51042	GO:0005783	NA
51043	GO:0005783	NA
51044	GO:0005783	NA
51045	GO:0005783	NA
51046	GO:0005783	NA
51047	GO:0005783	NA
51048	GO:0005783	NA
51049	GO:0005783	NA
51050	GO:0005783	NA
51051	GO:0005783	NA
51052	GO:0005783	NA
51053	GO:0005783	NA
51054	GO:0005783	NA
51055	GO:0005783	NA
51056	GO:0005783	NA
51057	GO:0005783	NA
51058	GO:0005783	NA
51059	GO:0005783	NA
51060	GO:0005783	NA
51061	GO:0005783	NA
51062	GO:0005783	NA
51063	GO:0005783	NA
51064	GO:0005783	NA
51065	GO:0005783	NA
51066	GO:0005783	NA
51067	GO:0005783	NA
51068	GO:0005783	NA
51069	GO:0005783	NA
51070	GO:0005783	NA
51071	GO:0005783	NA
51072	GO:0005783	NA
51073	GO:0005783	NA
51074	GO:0005783	NA
51075	NA	NA
51076	NA	NA
51077	NA	NA
51078	NA	NA
51079	NA	NA
51080	NA	NA
51081	NA	NA
51082	NA	NA
51083	NA	NA
51084	NA	NA
51085	NA	NA
51086	NA	NA
51087	NA	NA
51088	NA	NA
51089	NA	NA
51090	NA	NA
51091	NA	NA
51092	NA	NA
51093	NA	NA
51094	NA	NA
51095	NA	NA
51096	NA	NA
51097	NA	NA
51098	NA	NA
51099	NA	NA
51100	NA	NA
51101	NA	NA
51102	NA	NA
51103	NA	NA
51104	NA	NA
51105	NA	NA
51106	NA	NA
51107	NA	NA
51108	NA	NA
51109	NA	NA
51110	NA	NA
51111	NA	NA
51112	NA	NA
51113	NA	NA
51114	NA	NA
51115	NA	NA
51116	NA	NA
51117	NA	NA
51118	NA	NA
51119	NA	NA
51120	NA	NA
51121	NA	NA
51122	NA	NA
51123	NA	NA
51124	NA	NA
51125	NA	NA
51126	NA	NA
51127	NA	NA
51128	NA	NA
51129	NA	NA
51130	NA	NA
51131	NA	NA
51132	NA	NA
51133	NA	NA
51134	NA	NA
51135	NA	NA
51136	NA	NA
51137	NA	NA
51138	NA	NA
51139	NA	NA
51140	NA	NA
51141	NA	NA
51142	NA	NA
51143	NA	NA
51144	NA	NA
51145	NA	NA
51146	NA	NA
51147	NA	NA
51148	NA	NA
51149	NA	NA
51150	NA	NA
51151	NA	NA
51152	NA	NA
51153	NA	NA
51154	NA	NA
51155	NA	NA
51156	NA	NA
51157	NA	NA
51158	NA	NA
51159	NA	NA
51160	NA	NA
51161	NA	NA
51162	NA	NA
51163	NA	NA
51164	NA	NA
51165	NA	NA
51166	NA	NA
51167	NA	NA
51168	NA	NA
51169	NA	NA
51170	NA	NA
51171	NA	NA
51172	NA	NA
51173	NA	NA
51174	NA	NA
51175	NA	NA
51176	NA	NA
51177	NA	NA
51178	NA	NA
51179	NA	NA
51180	NA	NA
51181	NA	NA
51182	NA	NA
51183	NA	NA
51184	NA	NA
51185	NA	NA
51186	NA	NA
51187	NA	NA
51188	NA	NA
51189	NA	NA
51190	NA	NA
51191	NA	NA
51192	NA	NA
51193	NA	NA
51194	NA	NA
51195	NA	NA
51196	NA	NA
51197	NA	NA
51198	NA	NA
51199	NA	NA
51200	NA	NA
51201	NA	NA
51202	NA	NA
51203	NA	NA
51204	NA	NA
51205	NA	NA
51206	NA	NA
51207	NA	NA
51208	NA	NA
51209	NA	NA
51210	NA	NA
51211	NA	NA
51212	NA	NA
51213	NA	NA
51214	NA	NA
51215	NA	NA
51216	NA	NA
51217	NA	NA
51218	NA	NA
51219	NA	NA
51220	NA	NA
51221	NA	NA
51222	NA	NA
51223	NA	NA
51224	NA	NA
51225	NA	NA
51226	NA	NA
51227	NA	NA
51228	NA	NA
51229	NA	NA
51230	NA	NA
51231	NA	GO:0009986
51232	NA	NA
51233	NA	NA
51234	NA	NA
51235	NA	NA
51236	NA	NA
51237	NA	NA
51238	NA	NA
51239	NA	NA
51240	NA	NA
51241	NA	NA
51242	NA	NA
51243	NA	NA
51244	NA	NA
51245	NA	NA
51246	NA	NA
51247	NA	NA
51248	NA	NA
51249	NA	NA
51250	GO:0005623	GO:0005623
51251	NA	NA
51252	NA	NA
51253	NA	NA
51254	NA	NA
51255	GO:0005623	GO:0005623
51256	NA	NA
51257	NA	NA
51258	NA	NA
51259	NA	NA
51260	NA	NA
51261	NA	NA
51262	NA	NA
51263	NA	NA
51264	NA	NA
51265	NA	NA
51266	NA	NA
51267	NA	NA
51268	NA	GO:0009986
51269	NA	NA
51270	NA	NA
51271	NA	NA
51272	GO:0005623	GO:0005623
51273	NA	GO:0009986
51274	NA	NA
51275	NA	NA
51276	NA	NA
51277	NA	NA
51278	NA	NA
51279	NA	NA
51280	NA	NA
51281	NA	NA
51282	NA	NA
51283	NA	NA
51284	NA	NA
51285	NA	NA
51286	NA	NA
51287	NA	NA
51288	GO:0005623	GO:0005623
51289	NA	GO:0009986
51290	NA	NA
51291	NA	NA
51292	NA	NA
51293	NA	NA
51294	NA	NA
51295	NA	NA
51296	NA	NA
51297	NA	NA
51298	NA	NA
51299	NA	NA
51300	NA	NA
51301	NA	NA
51302	NA	NA
51303	NA	NA
51304	NA	NA
51305	NA	NA
51306	NA	NA
51307	NA	NA
51308	NA	NA
51309	NA	NA
51310	NA	NA
51311	NA	NA
51312	NA	NA
51313	NA	NA
51314	NA	NA
51315	NA	NA
51316	NA	NA
51317	NA	NA
51318	NA	NA
51319	NA	NA
51320	NA	NA
51321	NA	NA
51322	NA	NA
51323	NA	NA
51324	NA	NA
51325	NA	NA
51326	NA	NA
51327	NA	NA
51328	NA	NA
51329	NA	NA
51330	NA	NA
51331	NA	NA
51332	NA	NA
51333	NA	NA
51334	NA	NA
51335	NA	NA
51336	NA	NA
51337	GO:0032991	GO:0032991
51338	NA	NA
51339	NA	NA
51340	NA	NA
51341	NA	NA
51342	NA	NA
51343	NA	NA
51344	NA	NA
51345	NA	NA
51346	NA	NA
51347	NA	NA
51348	NA	NA
51349	NA	NA
51350	NA	NA
51351	NA	NA
51352	NA	NA
51353	NA	NA
51354	NA	NA
51355	NA	NA
51356	NA	NA
51357	NA	NA
51358	NA	NA
51359	NA	NA
51360	NA	NA
51361	NA	NA
51362	NA	NA
51363	NA	NA
51364	NA	NA
51365	NA	NA
51366	NA	NA
51367	NA	NA
51368	NA	NA
51369	NA	NA
51370	NA	NA
51371	NA	NA
51372	NA	NA
51373	NA	NA
51374	NA	NA
51375	NA	NA
51376	NA	NA
51377	NA	NA
51378	NA	NA
51379	NA	NA
51380	NA	NA
51381	NA	NA
51382	NA	NA
51383	NA	NA
51384	NA	NA
51385	NA	NA
51386	NA	NA
51387	NA	NA
51388	NA	NA
51389	NA	NA
51390	NA	NA
51391	NA	NA
51392	NA	NA
51393	NA	NA
51394	NA	NA
51395	NA	NA
51396	NA	NA
51397	NA	NA
51398	NA	NA
51399	NA	NA
51400	NA	NA
51401	NA	NA
51402	NA	NA
51403	NA	NA
51404	GO:0005623	GO:0005623
51405	NA	NA
51406	NA	NA
51407	NA	NA
51408	NA	NA
51409	NA	NA
51410	NA	NA
51411	NA	NA
51412	NA	NA
51413	NA	NA
51414	NA	NA
51415	NA	NA
51416	NA	NA
51417	NA	NA
51418	NA	NA
51419	NA	NA
51420	NA	NA
51421	NA	NA
51422	NA	NA
51423	NA	NA
51424	NA	NA
51425	NA	NA
51426	NA	NA
51427	NA	NA
51428	NA	NA
51429	NA	NA
51430	NA	NA
51431	NA	NA
51432	NA	NA
51433	NA	NA
51434	NA	NA
51435	NA	NA
51436	NA	NA
51437	NA	NA
51438	NA	NA
51439	NA	NA
51440	NA	NA
